Title,Artist,Release Date,Year,Popularity,Track ID,Valence,Energy,Danceability,Loudness,Acousticness,Spotify_Link,Cluster,Mood
Bad Day,Daniel Powter,2/22/2005,2005,73,0mUyMawtxj1CJ76kn9gIZK,0.52,0.785,0.599,-4.013,0.448,https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK,0,Anxious
Old Memories,HNE,9/12/2024,2024,42,5IzWICVgQOiXbxmwwEZ28m,0.328,0.365,0.677,-12.878,0.838,https://open.spotify.com/track/5IzWICVgQOiXbxmwwEZ28m,2,Sad
ceilings,Lizzy McAlpine,4/8/2022,2022,80,2L9N0zZnd37dwF0clgxMGI,0.261,0.322,0.516,-11.762,0.473,https://open.spotify.com/track/2L9N0zZnd37dwF0clgxMGI,2,Sad
Someone Like You,Adele,1/24/2011,2011,82,3bNv3VuUOKgrf5hu3YcuRo,0.294,0.319,0.556,-8.251,0.893,https://open.spotify.com/track/3bNv3VuUOKgrf5hu3YcuRo,2,Sad
It's Been a Lot,Molly Bergman,8/23/2024,2024,35,5kingKmwB7swlHyHTBeFNZ,0.527,0.321,0.725,-11.872,0.832,https://open.spotify.com/track/5kingKmwB7swlHyHTBeFNZ,2,Sad
I'm Not The Only One,Sam Smith,5/26/2014,2014,82,7795WJLVKJoAyVoOtCWqXN,0.493,0.484,0.678,-5.795,0.529,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN,1,Calm
Naked,James Arthur,10/18/2019,2019,68,2fmyrECK6bdfoGven0UMZx,0.293,0.61,0.525,-6.793,0.084,https://open.spotify.com/track/2fmyrECK6bdfoGven0UMZx,0,Anxious
Sign of the Times,Harry Styles,5/12/2017,2017,80,5Ohxk2dO5COHF1krpoPigN,0.222,0.595,0.516,-4.63,0.0275,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,0,Anxious
Let It Go,James Bay,3/23/2015,2015,66,13HVjjWUZFaWilh2QUJKsP,0.246,0.311,0.536,-10.396,0.82,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,2,Sad
Leading Different Lives,David Lazarus,8/15/2024,2024,41,4j8NfLPevx5ycIFw2SchCh,0.364,0.448,0.645,-11.365,0.754,https://open.spotify.com/track/4j8NfLPevx5ycIFw2SchCh,2,Sad
When I Was Your Man,Bruno Mars,12/7/2012,2012,88,0nJW01T7XtvILxQgC5J7Wh,0.387,0.28,0.612,-8.648,0.932,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh,2,Sad
Piece by Piece - Idol Version,Kelly Clarkson,3/4/2016,2016,55,3KbFtYPyVP6C7BQVgH2cCf,0.402,0.245,0.561,-6.372,0.904,https://open.spotify.com/track/3KbFtYPyVP6C7BQVgH2cCf,2,Sad
The Night We Met,Lord Huron,4/6/2015,2015,0,6mORGLOz79w6VsCRLWYYuK,0.0989,0.369,0.443,-9.514,0.969,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,2,Sad
a thousand years,Christina Perri,10/18/2011,2011,81,6lanRgr6wXibZr8KgzXxBl,0.161,0.407,0.421,-7.445,0.309,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl,2,Sad
Make You Feel My Love,Adele,1/28/2008,2008,0,6P7tTFzn6oNa0GL8w8oazE,0.0896,0.18,0.552,-10.583,0.894,https://open.spotify.com/track/6P7tTFzn6oNa0GL8w8oazE,2,Sad
All of Me,John Legend,8/30/2013,2013,84,3U4isOIWM3VvDubwSI3y7a,0.331,0.264,0.422,-7.064,0.922,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2,Sad
Little Things,One Direction,11/12/2012,2012,70,0TAmnCzOtqRfvA38DDLTjj,0.53,0.22,0.709,-11.856,0.811,https://open.spotify.com/track/0TAmnCzOtqRfvA38DDLTjj,2,Sad
This Town,Niall Horan,10/20/2017,2017,78,0qvzXomUDJVaUboy2wMfiS,0.195,0.401,0.677,-8.467,0.712,https://open.spotify.com/track/0qvzXomUDJVaUboy2wMfiS,2,Sad
Because of You,Kelly Clarkson,6/26/1905,1905,69,0gJvqi9QyASOCtJu99tytc,0.15,0.583,0.587,-5.284,0.248,https://open.spotify.com/track/0gJvqi9QyASOCtJu99tytc,0,Anxious
You've Got The Love,Florence + The Machine,7/1/1905,1905,63,6u9RqxALwkjJ1ukB1y8vuP,0.368,0.704,0.574,-4.72,0.00455,https://open.spotify.com/track/6u9RqxALwkjJ1ukB1y8vuP,0,Anxious
People Help the People,Birdy,11/7/2011,2011,49,5QXtO5ZYgzGmKTDUqWdhfB,0.153,0.308,0.407,-9.001,0.778,https://open.spotify.com/track/5QXtO5ZYgzGmKTDUqWdhfB,2,Sad
Hero,Charlie Puth,5/24/2024,2024,64,5TTyyKNJZHONhjtAiXL1nG,0.576,0.469,0.467,-10.523,0.443,https://open.spotify.com/track/5TTyyKNJZHONhjtAiXL1nG,1,Calm
Let Her Go,Passenger,11/29/2013,2013,63,5rEvuW4YhwobKwGL1HPrXA,0.243,0.545,0.479,-7.346,0.365,https://open.spotify.com/track/5rEvuW4YhwobKwGL1HPrXA,0,Anxious
End of Beginning,Djo,9/16/2022,2022,90,3qhlB30KknSejmIvZZLjOD,0.912,0.454,0.689,-7.643,0.0351,https://open.spotify.com/track/3qhlB30KknSejmIvZZLjOD,1,Calm
High Road,SUGAR RUSH,9/19/2024,2024,46,0yDBKfisazexaBGTrdsqNp,0.535,0.593,0.662,-7.362,0.483,https://open.spotify.com/track/0yDBKfisazexaBGTrdsqNp,1,Calm
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,8/25/2023,2023,87,4KULAymBBJcPRpk1yO4dOG,0.155,0.453,0.429,-7.746,0.554,https://open.spotify.com/track/4KULAymBBJcPRpk1yO4dOG,2,Sad
Impossible,James Arthur,11/4/2013,2013,75,5yVIlYEHZxQVLyInCdldoS,0.302,0.695,0.376,-4.782,0.135,https://open.spotify.com/track/5yVIlYEHZxQVLyInCdldoS,0,Anxious
Set Fire to the Rain,Adele,1/19/2011,2011,1,5PKWUDfQFtc5qqo8cs1gQp,0.445,0.67,0.603,-3.882,0.00408,https://open.spotify.com/track/5PKWUDfQFtc5qqo8cs1gQp,0,Anxious
Before He Cheats,Carrie Underwood,11/14/2005,2005,77,0ZUo4YjG4saFnEJhdWp9Bt,0.29,0.749,0.519,-3.318,0.271,https://open.spotify.com/track/0ZUo4YjG4saFnEJhdWp9Bt,0,Anxious
Breakeven,The Script,7/14/2008,2008,67,1fyysXwSGNtMeqMBLwW3SI,0.49,0.694,0.63,-4.501,0.144,https://open.spotify.com/track/1fyysXwSGNtMeqMBLwW3SI,0,Anxious
Skinny Love,Birdy,11/7/2011,2011,58,6k8kLJFmWkHaTbSLUhJ3H0,0.184,0.29,0.379,-8.487,0.952,https://open.spotify.com/track/6k8kLJFmWkHaTbSLUhJ3H0,2,Sad
You & I,One Direction,11/25/2013,2013,74,2afCBiru10AFckfOa49wIa,0.356,0.329,0.574,-6.829,0.22,https://open.spotify.com/track/2afCBiru10AFckfOa49wIa,2,Sad
Heal,Tom Odell,6/24/2013,2013,70,4KlL5Bwlm4yHYxr0B2rHci,0.119,0.179,0.445,-12.938,0.952,https://open.spotify.com/track/4KlL5Bwlm4yHYxr0B2rHci,2,Sad
It Will Rain,Bruno Mars,9/28/2011,2011,82,0M3HkE321xpCbCYqVKzr1q,0.476,0.835,0.576,-6.826,0.337,https://open.spotify.com/track/0M3HkE321xpCbCYqVKzr1q,0,Anxious
Deep End,Birdy,3/25/2016,2016,60,555CH6CnGJRqO37pqA30vW,0.31,0.296,0.455,-8.513,0.761,https://open.spotify.com/track/555CH6CnGJRqO37pqA30vW,2,Sad
This City,Sam Fischer,12/11/2019,2019,66,3H3r2nKWa3Yk5gt8xgmsEt,0.519,0.377,0.605,-6.213,0.733,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt,1,Calm
Someone To You,BANNERS,10/4/2019,2019,74,2f0pn9DkEJwAzXApnFh5cr,0.652,0.903,0.52,-5.497,0.00517,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr,3,Happy
Leave a Light On,Tom Walker,3/1/2019,2019,68,4iVVU8DyQvOVsKafv3KWIF,0.28,0.625,0.585,-5.94,0.0146,https://open.spotify.com/track/4iVVU8DyQvOVsKafv3KWIF,0,Anxious
Those Eyes,New West,5/10/2019,2019,76,50x1Ic8CaXkYNvjmxe3WXy,0.248,0.348,0.594,-8.297,0.709,https://open.spotify.com/track/50x1Ic8CaXkYNvjmxe3WXy,2,Sad
Wish You The Best,Lewis Capaldi,5/19/2023,2023,75,3gdPwk2wyOXNRnTA1KXnEr,0.491,0.48,0.675,-3.658,0.547,https://open.spotify.com/track/3gdPwk2wyOXNRnTA1KXnEr,1,Calm
Arcade,Duncan Laurence,11/12/2020,2020,74,1J14CdDAvBTE1AJYUOwl6C,0.279,0.35,0.453,-11.639,0.827,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C,2,Sad
Pointless,Lewis Capaldi,5/19/2023,2023,66,44G9fSM6qI8zRoG6Qwn3eq,0.342,0.613,0.443,-4.214,0.0663,https://open.spotify.com/track/44G9fSM6qI8zRoG6Qwn3eq,0,Anxious
Someone To Stay,Vancouver Sleep Clinic,4/7/2017,2017,73,2xlV2CuWgpPyE9e0GquKDN,0.242,0.473,0.436,-7.24,0.588,https://open.spotify.com/track/2xlV2CuWgpPyE9e0GquKDN,2,Sad
My Fault (feat. Noah Cyrus),Shaboozey,5/31/2024,2024,60,3T3sbHYwPvhTCfEeUtvbMF,0.456,0.501,0.371,-6.496,0.76,https://open.spotify.com/track/3T3sbHYwPvhTCfEeUtvbMF,1,Calm
Angels,Robbie Williams,1/1/1997,1997,73,1M2nd8jNUkkwrc1dgBPTJz,0.236,0.594,0.429,-6.251,0.156,https://open.spotify.com/track/1M2nd8jNUkkwrc1dgBPTJz,0,Anxious
Be Alright,Dean Lewis,6/29/2018,2018,74,3EPXxR3ImUwfayaurPi3cm,0.443,0.586,0.553,-6.319,0.697,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,0,Anxious
How Long Will I Love You,Ellie Goulding,10/12/2012,2012,67,3X003bO0MMxXEsJJxidiig,0.174,0.299,0.509,-9.26,0.289,https://open.spotify.com/track/3X003bO0MMxXEsJJxidiig,2,Sad
Just Give Me a Reason (feat. Nate Ruess),P!nk,9/18/2012,2012,84,1mKXFLRA179hdOWQBwUk9e,0.442,0.547,0.778,-7.273,0.344,https://open.spotify.com/track/1mKXFLRA179hdOWQBwUk9e,0,Anxious
Free Now,Gracie Abrams,6/21/2024,2024,73,1aThn8Pk8zRzGGPClZe9Oq,0.337,0.387,0.557,-8.566,0.411,https://open.spotify.com/track/1aThn8Pk8zRzGGPClZe9Oq,2,Sad
A Cure For Minds Unwell,Lewis Capaldi,1/1/2024,2024,58,4PwTyisf9W7zfhAAflOKag,0.453,0.507,0.753,-4.013,0.278,https://open.spotify.com/track/4PwTyisf9W7zfhAAflOKag,1,Calm
Iris,The Goo Goo Dolls,6/20/1905,1905,88,6Qyc6fS4DsZjB2mRW9DsQs,0.497,0.715,0.315,-8.072,0.00125,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs,0,Anxious
when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,6/12/2019,2019,61,6H7fWtwEUHVfTyZD7zeG4w,0.258,0.183,0.509,-10.27,0.946,https://open.spotify.com/track/6H7fWtwEUHVfTyZD7zeG4w,2,Sad
Let You Down,NF,10/6/2017,2017,76,52okn5MNA47tk87PeZJLEL,0.464,0.714,0.661,-5.68,0.314,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL,0,Anxious
Apocalypse,Cigarettes After Sex,6/9/2017,2017,87,0yc6Gst2xkRu0eMLeRMGCX,0.18,0.468,0.369,-9.013,0.0205,https://open.spotify.com/track/0yc6Gst2xkRu0eMLeRMGCX,2,Sad
Sparks,Coldplay,7/10/2000,2000,85,7D0RhFcb3CrfPuTJ0obrod,0.165,0.268,0.371,-10.506,0.748,https://open.spotify.com/track/7D0RhFcb3CrfPuTJ0obrod,2,Sad
White Ferrari,Frank Ocean,8/20/2016,2016,83,2LMkwUfqC6S6s6qDVlEuzV,0.204,0.0958,0.501,-15.605,0.77,https://open.spotify.com/track/2LMkwUfqC6S6s6qDVlEuzV,2,Sad
Daddy Issues,The Neighbourhood,10/30/2015,2015,85,5E30LdtzQTGqRvNd7l6kG5,0.337,0.521,0.588,-9.461,0.0678,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,0,Anxious
Inside Out,Duster,2/24/1998,1998,75,6WlmEymaXKMRs3D2c4j6os,0.652,0.465,0.553,-9.664,0.84,https://open.spotify.com/track/6WlmEymaXKMRs3D2c4j6os,1,Calm
Need 2,Pinegrove,10/15/2015,2015,78,3kQfBtkQqgN1fAMfhks8TU,0.213,0.634,0.552,-8.302,0.00994,https://open.spotify.com/track/3kQfBtkQqgN1fAMfhks8TU,0,Anxious
Chamber Of Reflection,Mac DeMarco,4/1/2014,2014,80,7H7NyZ3G075GqPx2evsfeb,0.506,0.557,0.538,-8.678,0.262,https://open.spotify.com/track/7H7NyZ3G075GqPx2evsfeb,1,Calm
Mrs Magic,Strawberry Guy,7/24/2019,2019,79,0TZejo18HlJ86OrWNsXKnw,0.366,0.634,0.471,-7.406,0.159,https://open.spotify.com/track/0TZejo18HlJ86OrWNsXKnw,0,Anxious
Die For You,Joji,11/4/2022,2022,74,26hOm7dTtBi0TdpDGl141t,0.154,0.518,0.472,-7.379,0.383,https://open.spotify.com/track/26hOm7dTtBi0TdpDGl141t,2,Sad
I'd Rather Pretend,Bryant Barnes,7/26/2024,2024,77,4rJHH484bHZDts51o5i2CB,0.271,0.346,0.56,-9.798,0.926,https://open.spotify.com/track/4rJHH484bHZDts51o5i2CB,2,Sad
Good Looking,Suki Waterhouse,8/18/2022,2022,82,0j3mqDTK4Z6lvrLzFCUUz6,0.259,0.554,0.365,-9.076,0.079,https://open.spotify.com/track/0j3mqDTK4Z6lvrLzFCUUz6,0,Anxious
bad vibes forever (feat. PnB Rock & Trippie Redd),XXXTENTACION,12/6/2019,2019,76,03eJ2DclFWXYU8GWgANdmZ,0.746,0.526,0.8,-5.153,0.334,https://open.spotify.com/track/03eJ2DclFWXYU8GWgANdmZ,1,Calm
Ghost Town,Benson Boone,4/5/2024,2024,77,6HuHyXviAdpmnQu73JHfBz,0.116,0.335,0.391,-10.064,0.389,https://open.spotify.com/track/6HuHyXviAdpmnQu73JHfBz,2,Sad
Call Out My Name,The Weeknd,3/30/2018,2018,83,09mEdoA6zrmBPgTEN5qXmN,0.174,0.593,0.461,-4.954,0.165,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,0,Anxious
Vas,jagger finn,8/28/2019,2019,68,6S7o12almFeL57rbRvdY5l,0.416,0.424,0.514,-10.645,0.918,https://open.spotify.com/track/6S7o12almFeL57rbRvdY5l,2,Sad
Mind Over Matter (Reprise),Young the Giant,4/18/2015,2015,74,77KnJc8o5G1eKVwX5ywMeZ,0.3,0.487,0.393,-6.348,0.229,https://open.spotify.com/track/77KnJc8o5G1eKVwX5ywMeZ,2,Sad
This Side of Paradise,Coyote Theory,12/11/2020,2020,76,79EkGysjP2dL5GdpeQjRxT,0.321,0.664,0.306,-6.07,0.432,https://open.spotify.com/track/79EkGysjP2dL5GdpeQjRxT,0,Anxious
Evergreen,Richy Mitch & The Coal Miners,5/17/2017,2017,85,6me7F0aaZjwDo6RJ5MrfBD,0.504,0.216,0.555,-11.661,0.557,https://open.spotify.com/track/6me7F0aaZjwDo6RJ5MrfBD,2,Sad
Wasted Summers,juju<3,7/12/2023,2023,78,43MifzVnh8W3jJN0xqU9jR,0.472,0.643,0.633,-8.122,0.106,https://open.spotify.com/track/43MifzVnh8W3jJN0xqU9jR,0,Anxious
Star Shopping,Lil Peep,8/17/2015,2015,82,1WbhIxkn5ECsOwUm795iX1,0.307,0.471,0.538,-9.84,0.0946,https://open.spotify.com/track/1WbhIxkn5ECsOwUm795iX1,2,Sad
Anchor,Novo Amor,5/26/2017,2017,78,7qH9Z4dJEN0l9bidizW7fq,0.126,0.407,0.457,-11.475,0.805,https://open.spotify.com/track/7qH9Z4dJEN0l9bidizW7fq,2,Sad
Dance with Me,CORBAL,5/14/2018,2018,62,55rn9bs7vZBsEK4Y4URraH,0.363,0.275,0.593,-15.25,0.816,https://open.spotify.com/track/55rn9bs7vZBsEK4Y4URraH,2,Sad
so low,GenriX,1/13/2023,2023,62,1W9mO8lVFD2AhsIRwwMQ8r,0.303,0.435,0.7,-10.333,0.741,https://open.spotify.com/track/1W9mO8lVFD2AhsIRwwMQ8r,2,Sad
Love Songs - Bonus,Kaash Paige,11/15/2019,2019,80,6qL5UWxRSQYml9O99ozoLv,0.451,0.355,0.64,-10.599,0.83,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,2,Sad
I Fall Apart,Post Malone,12/9/2016,2016,75,75ZvA4QfFiZvzhj2xkaWAh,0.291,0.538,0.556,-5.408,0.0689,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,0,Anxious
Evergreen (You Didnâ€™t Deserve Me At All),Omar Apollo,4/8/2022,2022,75,2TktkzfozZifbQhXjT6I33,0.31,0.336,0.697,-10.395,0.598,https://open.spotify.com/track/2TktkzfozZifbQhXjT6I33,2,Sad
IDK You Yet,Alexander 23,6/23/2020,2020,70,0j1Ia2lQWrcXrQZI4AdJlk,0.198,0.308,0.648,-11.729,0.886,https://open.spotify.com/track/0j1Ia2lQWrcXrQZI4AdJlk,2,Sad
Jueves 10,Junior H,3/27/2020,2020,66,7KoyXL9zghiNpXkb5iVDyj,0.538,0.56,0.614,-7.68,0.305,https://open.spotify.com/track/7KoyXL9zghiNpXkb5iVDyj,1,Calm
Y LLORO,Junior H,10/5/2023,2023,83,6RcAHyC5sAUIbPTkhOQwd8,0.767,0.589,0.728,-7.115,0.424,https://open.spotify.com/track/6RcAHyC5sAUIbPTkhOQwd8,1,Calm
Intro,Junior H,9/2/2020,2020,71,1s1hRKC0zaL2O7zdLIm6md,0.338,0.59,0.694,-6.023,0.32,https://open.spotify.com/track/1s1hRKC0zaL2O7zdLIm6md,0,Anxious
MILES DE ROSAS,Junior H,10/5/2023,2023,71,0N9YbdsoDv3SwT8wt4S5rT,0.111,0.378,0.691,-9.938,0.403,https://open.spotify.com/track/0N9YbdsoDv3SwT8wt4S5rT,2,Sad
PIÃ‰NSALO,Junior H,10/5/2023,2023,82,4ZOkfHC38nxSeSqzGE5HFr,0.359,0.536,0.716,-7.798,0.452,https://open.spotify.com/track/4ZOkfHC38nxSeSqzGE5HFr,0,Anxious
Dias Nublados,Junior H,9/2/2020,2020,72,7xQrt5TkFBBmlTEPJvXTH8,0.4,0.689,0.739,-4.859,0.43,https://open.spotify.com/track/7xQrt5TkFBBmlTEPJvXTH8,0,Anxious
Extssy Model,Junior H,2/11/2022,2022,81,24teIhDYO2RocTA2v5dY0r,0.469,0.725,0.675,-4.766,0.0839,https://open.spotify.com/track/24teIhDYO2RocTA2v5dY0r,0,Anxious
LOKERON X AMOR,Junior H,10/5/2023,2023,75,0OG0qjJ9gN85kWZtIzW5uS,0.696,0.622,0.744,-6.733,0.415,https://open.spotify.com/track/0OG0qjJ9gN85kWZtIzW5uS,1,Calm
Seca Tus Lagrimas,Natanael Cano,2/14/2020,2020,66,54JxxJ2KW8nCeb6ZnroLA0,0.6,0.722,0.66,-6.489,0.128,https://open.spotify.com/track/54JxxJ2KW8nCeb6ZnroLA0,3,Happy
LUNA,Peso Pluma,6/22/2023,2023,0,4I1OcJiqk279qLaI2OAecB,0.793,0.629,0.747,-8.509,0.328,https://open.spotify.com/track/4I1OcJiqk279qLaI2OAecB,1,Calm
Neta,Gabito Ballesteros,5/23/2024,2024,80,6Q2UhuLaPUlC9VANQOjPxo,0.571,0.472,0.694,-8.311,0.297,https://open.spotify.com/track/6Q2UhuLaPUlC9VANQOjPxo,1,Calm
"Ni Fiestas, Ni Flores - Spotify Single",Belinda,10/9/2024,2024,53,1oHwG6fCf9dydOfHqO2Xhx,0.549,0.623,0.619,-6.363,0.118,https://open.spotify.com/track/1oHwG6fCf9dydOfHqO2Xhx,1,Calm
HASTA LA MUERTE,Eslabon Armado,5/6/2022,2022,74,3qAJAUr7yc9bPDx4ESt6ND,0.43,0.832,0.555,-3.691,0.28,https://open.spotify.com/track/3qAJAUr7yc9bPDx4ESt6ND,0,Anxious
Jugaste y SufrÃ­,Eslabon Armado,12/18/2020,2020,73,3NqBxTOMCJ3zW9CIP51td4,0.34,0.499,0.39,-7.778,0.632,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4,2,Sad
fantasmas,HUMBE,11/17/2023,2023,77,5rcnAHBclBs0OGV4rATEnR,0.334,0.384,0.344,-7.064,0.629,https://open.spotify.com/track/5rcnAHBclBs0OGV4rATEnR,2,Sad
EstÃ¡ DaÃ±ada,Ivan Cornejo,8/20/2021,2021,71,6G2xXQRSZlEzYsUEb3uvuR,0.166,0.565,0.405,-9.266,0.38,https://open.spotify.com/track/6G2xXQRSZlEzYsUEb3uvuR,0,Anxious
LAGUNAS,Peso Pluma,6/22/2023,2023,0,4j1k2svbEPhcsMqYZYL8jN,0.792,0.622,0.77,-10.621,0.328,https://open.spotify.com/track/4j1k2svbEPhcsMqYZYL8jN,1,Calm
UNA CERVEZA,Fuerza Regida,10/20/2023,2023,79,0lbDzTINTToToBpkrnQT2t,0.642,0.801,0.725,-6.544,0.0333,https://open.spotify.com/track/0lbDzTINTToToBpkrnQT2t,3,Happy
Sale Para Ser Feliz,Ivan Cornejo,7/19/2024,2024,75,0reBZSEtwbvqkXoWGtmV0k,0.18,0.498,0.593,-9.042,0.33,https://open.spotify.com/track/0reBZSEtwbvqkXoWGtmV0k,2,Sad
BIPOLAR,Peso Pluma,9/7/2023,2023,76,3wlIAXSDtlD9iU8ysld06Z,0.603,0.701,0.776,-5.223,0.513,https://open.spotify.com/track/3wlIAXSDtlD9iU8ysld06Z,3,Happy
Si Es Posible,Edicion Especial,3/7/2019,2019,0,5j5NptNvzVoDhU6u8N0iSM,0.883,0.819,0.583,-4.236,0.279,https://open.spotify.com/track/5j5NptNvzVoDhU6u8N0iSM,3,Happy
TÃš NAME,Fuerza Regida,2/9/2024,2024,81,3FqUPvubYeRCMsdJ02QyZR,0.884,0.747,0.76,-5.083,0.0675,https://open.spotify.com/track/3FqUPvubYeRCMsdJ02QyZR,3,Happy
Baby Please,Ivan Cornejo,3/14/2024,2024,63,7aDgRKt0w7iSVc3NIJLybG,0.232,0.385,0.437,-9.505,0.623,https://open.spotify.com/track/7aDgRKt0w7iSVc3NIJLybG,2,Sad
A TU NOMBRE,Junior H,10/5/2023,2023,74,0ItgotO5txriRAp6lXMHJ7,0.527,0.72,0.527,-6.181,0.439,https://open.spotify.com/track/0ItgotO5txriRAp6lXMHJ7,0,Anxious
AquÃ­ Te Espero,Ivan Cornejo,7/27/2023,2023,64,33vrRiIiut4rOFmkgorJD6,0.249,0.307,0.54,-10.663,0.573,https://open.spotify.com/track/33vrRiIiut4rOFmkgorJD6,2,Sad
Amorfoda,Bad Bunny,2/15/2018,2018,73,68QcquxCS39cQGTsRrJWIR,0.307,0.418,0.749,-7.925,0.985,https://open.spotify.com/track/68QcquxCS39cQGTsRrJWIR,2,Sad
AtenciÃ³n,Ivan Cornejo,7/19/2024,2024,72,51sN3VDJBVmKJVgp0trc7M,0.535,0.698,0.708,-7.38,0.402,https://open.spotify.com/track/51sN3VDJBVmKJVgp0trc7M,0,Anxious
Solo Me Dejaste,Grupo Marca Registrada,7/8/2022,2022,70,0OLLsFyVPrjI3iL03lDFXk,0.853,0.515,0.609,-9.843,0.539,https://open.spotify.com/track/0OLLsFyVPrjI3iL03lDFXk,1,Calm
Hasta la RaÃ­z,Natalia Lafourcade,11/13/2015,2015,79,3lGMtkONrZdJ8kTCg6KIFf,0.592,0.643,0.585,-8.392,0.201,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,1,Calm
Pocos AÃ±os Mil Errores,Kevin AMF,5/28/2024,2024,79,05eWLa61PMRibhFtIHsD0D,0.922,0.754,0.896,-7.972,0.562,https://open.spotify.com/track/05eWLa61PMRibhFtIHsD0D,3,Happy
DOS DÃAS,Tito Double P,8/22/2024,2024,87,5lKFO0PrOC9jmOlPEdjHsL,0.929,0.513,0.745,-9.116,0.783,https://open.spotify.com/track/5lKFO0PrOC9jmOlPEdjHsL,1,Calm
Cada Noche,Jauria Santa,6/1/2020,2020,68,0Rj2gmEcyAOSxYMh2YGxR7,0.551,0.406,0.856,-14.946,0.102,https://open.spotify.com/track/0Rj2gmEcyAOSxYMh2YGxR7,1,Calm
Ninguna Como Ella,Natanael Cano,5/28/2021,2021,66,14m4h509A1JJojv3eDxUDe,0.744,0.666,0.677,-7.086,0.479,https://open.spotify.com/track/14m4h509A1JJojv3eDxUDe,3,Happy
QuÃ© Onda Perdida,Grupo Firme,3/30/2023,2023,64,6IV5Y1eWaQZ1jV5apkUMS4,0.651,0.5,0.492,-4.144,0.301,https://open.spotify.com/track/6IV5Y1eWaQZ1jV5apkUMS4,1,Calm
Si EstuviÃ©semos Juntos,Bad Bunny,12/23/2018,2018,79,35wvL50xvKpCHEJPxLOLPI,0.159,0.595,0.672,-6.828,0.0625,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI,0,Anxious
Yo Ya No Vuelvo Contigo - En Vivo,Lenin RamÃ­rez,11/1/2019,2019,68,1s59X35jDULAyOGmBuTAnd,0.541,0.35,0.643,-5.924,0.784,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd,1,Calm
Lo Que Hay X AquÃ­,La Receta,5/16/2024,2024,78,4KYCSg9y5P8BVbtSY3vGGf,0.747,0.502,0.69,-7.242,0.697,https://open.spotify.com/track/4KYCSg9y5P8BVbtSY3vGGf,1,Calm
SÃ© Que Te Amo,Los Temerarios,6/1/2002,2002,72,46HSR9UPHXZxeR7EUvFERG,0.767,0.5,0.851,-8.789,0.222,https://open.spotify.com/track/46HSR9UPHXZxeR7EUvFERG,1,Calm
0 Sentimientos,Jasiel NuÃ±ez,5/2/2024,2024,71,3KFej6pGPI0yVV04oxRFf8,0.824,0.678,0.731,-6.966,0.466,https://open.spotify.com/track/3KFej6pGPI0yVV04oxRFf8,3,Happy
Labios de Cereza 2,T3R Elemento,5/3/2024,2024,75,5kydBNKLSxvWNjXSSfyWAr,0.654,0.848,0.514,-5.959,0.46,https://open.spotify.com/track/5kydBNKLSxvWNjXSSfyWAr,3,Happy
No Me Hubiera Enamorado,Cornelio Vega y su Dinastia,11/10/2017,2017,66,6XiSceaDaO2vaYF2B2A70t,0.776,0.608,0.772,-5.746,0.45,https://open.spotify.com/track/6XiSceaDaO2vaYF2B2A70t,1,Calm
Madonna,Natanael Cano,3/8/2024,2024,84,5LhI8m7n8xlQmNe3b7Rwis,0.662,0.873,0.732,-5.965,0.0449,https://open.spotify.com/track/5LhI8m7n8xlQmNe3b7Rwis,3,Happy
Amor Viejo,Kevin Kaarl,10/30/2018,2018,69,3W5h65cRwTaZ1FCvEw6Ltx,0.373,0.203,0.689,-14.459,0.992,https://open.spotify.com/track/3W5h65cRwTaZ1FCvEw6Ltx,2,Sad
Saturno,Pablo AlborÃ¡n,6/1/2017,2017,76,2f0Ft2XdvNSMSY5TUlZgEz,0.311,0.572,0.278,-8.295,0.392,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz,0,Anxious
